Text_Ori,Text_clear,Label,Label_2,Check,Final_Label
"Nhìn mn thành đạt mà mình vẫn lông bông, thấy mông lung cho tương lai wa'.","Nhìn mọi người thành đạt mà mình vẫn lông bông, thấy mông lung cho tương lai quá",1,,,1
"Tui bị ám ảnh bởi sự thất bại, lúc nào cũng sợ mình làm sai.","Tui bị ám ảnh bởi sự thất bại, lúc nào cũng sợ mình làm sai.",1,,,1
Sợ cảm giác một mình chống chọi với cả thế giới sau này.,Sợ cảm giác một mình chống chọi với cả thế giới sau này.,1,,,1
Lo lắng về sức khỏe của bản thân và gia đình đến mức ko ngủ đc.,Lo lắng về sức khỏe của bản thân và gia đình đến mức không ngủ được,1,,,1
"Mông lung ko bít mình mún j và cần j nữa, đầu óc trống rỗng mà vẫn lo.","Mông lung không biết mình muốn gì và cần gì nữa, đầu óc trống rỗng mà vẫn lo.",1,,,1
Tui bị sợ cảm giác bị bỏ lại phía sau trong cuộc đua này.,Tui bị sợ cảm giác bị bỏ lại phía sau trong cuộc đua này.,1,,,1
Mỗi lần có tin nhắn hay cuộc gọi lạ là tui lại thấy giật mình lo sợ.,Mỗi lần có tin nhắn hay cuộc gọi lạ là tui lại thấy giật mình lo sợ.,1,,,1
Sợ mình ko đủ mạnh mẽ để bảo vệ những ng mình thương yêu.,Sợ mình không đủ mạnh mẽ để bảo vệ những người mình thương yêu.,1,,,1
"Cảm giác mình là một kẻ thất bại thực sự, lo lắng về giá trị bản thân.","Cảm giác mình là một kẻ thất bại thực sự, lo lắng về giá trị bản thân.",1,,,1
"Ko bít ngày mai sẽ ra sao, có chuyện j tệ hại xảy đến ko.","Không biết ngày mai sẽ ra sao, có chuyện gì tệ hại xảy đến không.",2,,,2
"Tui hay bị run tay chân mỗi khi gặp tình huống bất ngờ, lo lắng quá mà.","Tui hay bị run tay chân mỗi khi gặp tình huống bất ngờ, lo lắng quá mà.",2,,,2
Sợ mình sẽ mãi cô đơn trong chính ngôi nhà của mình.,Sợ mình sẽ mãi cô đơn trong chính ngôi nhà của mình.,1,,,1
"Nhìn tương lai mà thấy mệt mỏi, mún buông xuôi tất cả cho rùi.","Nhìn tương lai mà thấy mệt mỏi, muốn buông xuôi tất cả cho rồi.",0,,,0
Có những nỗi lo ko tên cứ đeo bám tui mãi ko dứt.,Có những nỗi lo không tên cứ đeo bám tui mãi không dứt.,2,,,2
Sợ mình ko đáp ứng đc mong đợi của mn xung quanh.,Sợ mình không đáp ứng được mong đợi của mọi người xung quanh.,1,,,1
"Mọi thứ cứ mông lung, ko bít phải bắt đầu từ đâu để hết lo.","Mọi thứ cứ mông lung, không biết phải bắt đầu từ đâu để hết lo.",2,,,2
😊 Và luôn muốn được cảm giác an toàn. Đôi khi chính bản thân còn tự mệt mỏi với bản thân. ☺️khi tự suy nghĩ quá nhiều.,Và luôn muốn được cảm giác an toàn. Đôi khi chính bản thân còn tự mệt mỏi với bản thân. khi tự suy nghĩ quá nhiều.,2,,,2
"Nhiều lần thất vọng thoát ra đc ,nhìn lại thấy mình có giá trị , nhận thấy ko quan trọng chính mình yêu bản thân hơn","Nhiều lần thất vọng thoát ra được ,nhìn lại thấy mình có giá trị , nhận thấy không quan trọng chính mình yêu bản thân hơn",2,,,2
"T có hết á 😌 làm sao để k phải lo âu như vậy, chứ t tự cảm thấy mệt mỏi về t quá 🥺","Tôi có hết á làm sao để không phải lo âu như vậy, chứ tôi tự cảm thấy mệt mỏi về tôi quá",0,,,0
Luôn lo âu như vậy. Có lẽ tổn thương nhiều quá rồi,Luôn lo âu như vậy. Có lẽ tổn thương nhiều quá rồi,2,,,2
Mới cr thôi nha. Hqua t có tặng quà xong ẻm cx vui lắm. Xong về nhà nt dc mấy câu ẻm lặn mất tăm sáng ra thì nói ngủ quên. Chắc t cx gọi là chúa lo r,Mới crush thôi nha. Hôm qua tôi có tặng quà xong em cũng vui lắm. Xong về nhà nhắn tin được mấy câu ẻm lặn mất tăm sáng ra thì nói ngủ quên. Chắc tôi cũng gọi là chúa lo rồi,1,,,1
ko biết tại sao ở 1 mình thì muốn có người yêu như ra ngoài người ta thấy người Ta yêu thì ko yêu lại lo này lo kia tại sao vị,không biết tại sao ở 1 mình thì muốn có người yêu như ra ngoài người ta thấy người Ta yêu thì không yêu lại lo này lo kia tại sao vị,1,,,1
t cũng đâu muốn vậy đâu. t suy nghĩ nhiều t cũng mệt mà 🥺🥺🥺. v mà em ct t vì những lí do này. 😢😢😢,tôi cũng đâu muốn vậy đâu. Tôi suy nghĩ nhiều tôi cũng mệt mà vậy mà em chia tay tôi vì những lí do này. ,2,,,2
t bị overithingkin vs dễ bị ảnh hưởng bởi quá khứ 😌,tôi bị overithingkin với dễ bị ảnh hưởng bởi quá khứ ,2,,,2
"Tôi bị ám ảnh gia đình, mỗi lần ba tui về tui rất sợ , người tui thì run như chưa đc run, tui rất sợ :(","Tôi bị ám ảnh gia đình, mỗi lần ba tui về tui rất sợ , người tui thì run như chưa được run, tui rất sợ ",1,,,1
nói thật trong đầu tui lúc nào xuất hiện những thứ b.luwjc mỗi khi ai đó thách thức hoặc cái gì đe dọa đến tôi nó cứ luôn thôi thúc tui làm vậy dù,nói thật trong đầu tui lúc nào xuất hiện những thứ bạo lực mỗi khi ai đó thách thức hoặc cái gì đe dọa đến tôi nó cứ luôn thôi thúc tui làm vậy dù,2,,,2
Quá khứ sống trong lo sợ. Hiện tại mỗi ngày đều sống trong lo sợ. Và tương lai cũng sẽ như vậy,Quá khứ sống trong lo sợ. Hiện tại mỗi ngày đều sống trong lo sợ. Và tương lai cũng sẽ như vậy,2,,,2
"đúng ha, nếu ko sẽ có cảm giác mqh này sai sai từ lúc bắt đầu và dễ kết thúc hơn bình thường","đúng ha, nếu không sẽ có cảm giác mối quan hệ này sai sai từ lúc bắt đầu và dễ kết thúc hơn bình thường",2,,,2
t thích đọc và hiểu hơn về mấy cài này bây ơii😍,tôi thích đọc và hiểu hơn về mấy cài này bây ơi,2,,,2
Lời tỏ tình trực tiếp thể hiện sự tôn trọng với ng mình yêu 🥰,Lời tỏ tình trực tiếp thể hiện sự tôn trọng với người mình yêu ,2,,,2
Nếu có cơ hội nên gặp nhau tỏ tình nó sẽ ý nghĩa hơn việc tỏ tình qua điện thoại,Nếu có cơ hội nên gặp nhau tỏ tình nó sẽ ý nghĩa hơn việc tỏ tình qua điện thoại,2,,,2
ổng thêm chữ ạ vô cute vị 😅,ổng thêm chữ ạ vô cute vị ,2,,,2
thoát pleasing đỉnh cao🤡🗿,thoát pleasing đỉnh cao,2,,,2
chữ thương cs 2 nghĩa nghĩa thứ 2 của nó là thương hại,chữ thương có 2 nghĩa nghĩa thứ 2 của nó là thương hại,2,,,2
"Thích là sự rung động về mặt cảm xúc , yêu là đồng hành , còn thương là hi sinh .","Thích là sự rung động về mặt cảm xúc , yêu là đồng hành , còn thương là hi sinh .",2,,,2
nếu vậy thì còn 1 từ nữa giống như từ thương...,nếu vậy thì còn 1 từ nữa giống như từ thương...,2,,,2
t ko bt nói s về t nx kiểu ko bh quên đc ko thể quên lun nhưng tương nếu t yêu 1 ng nào đó nhưng vẫn ko quên đc họ vẫn sẽ bảo vệ họ vẫn sẽ thik họ dù t nói t sẽ cố buông bỏ nhưng mỗi đêm,tôi không biết nói sao về tôi kiểu không bao giờ quên được không thể quên luôn nhưng tương nếu tôi yêu 1 người nào đó nhưng vẫn không quên được họ vẫn sẽ bảo vệ họ vẫn sẽ thích họ dù tôi nói tôi sẽ cố buông bỏ nhưng mỗi đêm,2,,,2
Bài ý nghĩa lắm! Cho mình xin cap với ạ! 💙🍀,Bài ý nghĩa lắm! Cho mình xin cap với ạ!,2,,,2
"tối và cô ấy 4 năm ko quen thêm 1 ai cx ko thể quên được nhau vậy mà mãi ko thể tiến lại gần nhau, cs lẻ chỉ mãi đắm chìm trong quá khứ để r phải hối hận, nhưng cs khi sẽ tốt hơn vc tiến r rồi tổn thư","tối và cô ấy 4 năm không quen thêm 1 ai cũng không thể quên được nhau vậy mà mãi không thể tiến lại gần nhau, có lẻ chỉ mãi đắm chìm trong quá khứ để rồi phải hối hận, nhưng có khi sẽ tốt hơn việc tiến rồi rồi tổn thương",1,,,1
thích=> thương bỏ qua chữ giữa là sao nhị,thích=> thương bỏ qua chữ giữa là sao nhị,2,,,2
"chạm ngưỡng chữ thương nhưng không đến thương , trên bậc yêu những cũng là dưới thương","chạm ngưỡng chữ thương nhưng không đến thương , trên bậc yêu những cũng là dưới thương",2,,,2
"Đến với một người vì cái đẹp, là thích. Đến với một người vì sự đồng điệu, là yêu. Nhưng đến với một người, vì những khuyết điểm tồi tệ nhất của họ, là thương...","Đến với một người vì cái đẹp, là thích. Đến với một người vì sự đồng điệu, là yêu. Nhưng đến với một người, vì những khuyết điểm tồi tệ nhất của họ, là thương...",2,,,2
hm thật ra theo t thì 3 chữ ấy chỉ cần giải thích như z cũng đc. Thích là sự rung động và muốn chiếm hữu . Yêu là sự trân trọng và muốn ở bên. Còn thương là sự chấp nhận và muốn người kia đc hạnh phúc,hừm thật ra theo tôi thì 3 chữ ấy chỉ cần giải thích như vậy cũng được. Thích là sự rung động và muốn chiếm hữu . Yêu là sự trân trọng và muốn ở bên. Còn thương là sự chấp nhận và muốn người kia được hạnh phúc,2,,,2
góc nhìn của chat gpt:)),góc nhìn của chat gpt,2,,,2
"toi kbt mik đng yêu hay thương họ, nhg có lẽ là thương vì dù họ có ra sao toi vẫn thương họ, kể cả khi họ có cr hay là đng tìm hiểu ai đó thì toi vẫn thương, vẫn âm thầm giúp đỡ , quan tâm họ thậm chí giúp họ và ng ấy thành đôi","tôi không biết mình đang yêu hay thương họ, nhưng có lẽ là thương vì dù họ có ra sao tôi vẫn thương họ, kể cả khi họ có crush hay là đang tìm hiểu ai đó thì tôi vẫn thương, vẫn âm thầm giúp đỡ , quan tâm họ thậm chí giúp họ và người ấy thành đôi",1,,,1
có 1 người tao ko thể quên,có 1 người tao không thể quên,2,,,2
Tôi cũng chỉ muốn ai đó thương tôi nhưng rất tiếc không có và tôi lại thương một người,Tôi cũng chỉ muốn ai đó thương tôi nhưng rất tiếc không có và tôi lại thương một người,2,,,2
"với t, thích là 1 làn gió mát thổi qua, yêu là ngọn lửa đang cháy , và thương là...","với tôi, thích là 1 làn gió mát thổi qua, yêu là ngọn lửa đang cháy , và thương là.",2,,,2
zay tôi đang yêu hay là đang thương đây ^^,vậy tôi đang yêu hay là đang thương đây ,1,,,1
đến 1 người thích mình còn chưa có lấy đâu ra 1 người thương,đến 1 người thích mình còn chưa có lấy đâu ra 1 người thương,2,,,2
"Người hỏi kia chắc là ngoại lệ của người rep r, mặc dù đang chs game nhưng vẫn rep nhiều như vậy.
Quả là ng từng trải mới nói đc như v","Người hỏi kia chắc là ngoại lệ của người rep rồi, mặc dù đang chơi game nhưng vẫn rep nhiều như vậy.
Quả là người từng trải mới nói được như vậy",2,,,2
nt hết cả ván game😅😅😅,nhắn tin hết cả ván game,2,,,2
"Có câu nói ""Như bông hoa vậy: nếu bạn thích nó bạn sẽ hái nó đi, còn nếu bạn thực sự yêu nó bạn sẽ chăm sóc nó đến khi hoa tàn""","Có câu nói ""Như bông hoa vậy: nếu bạn thích nó bạn sẽ hái nó đi, còn nếu bạn thực sự yêu nó bạn sẽ chăm sóc nó đến khi hoa tàn""",2,,,2
+1 VĐNL rất ý nghĩa😔,Cộng 1 vấn đề nghị luận rất ý nghĩa,2,,,2
Thương: người mà bạn muốn đi đến tận cuối cuộc đời 🥰,Thương: người mà bạn muốn đi đến tận cuối cuộc đời ,2,,,2
Chắc chắn tôi đã từng rất thương họ nma bây h ko còn ý nghĩa nữa r,Chắc chắn tôi đã từng rất thương họ nhưng mà bây giờ không còn ý nghĩa nữa rồi,2,,,2
"vì thương anh, nên dẫu có nghe những lời tổn thương từ anh, em vẫn ko rời đi","vì thương anh, nên dẫu có nghe những lời tổn thương từ anh, em vẫn không rời đi",2,,,2
"cậu chờ đợi gì ở người cậu ko muốn ở bên vì luôn né tránh, đã hết thương rồi tìm vẫn lạnh vẫn xa","cậu chờ đợi gì ở người cậu không muốn ở bên vì luôn né tránh, đã hết thương rồi tìm vẫn lạnh vẫn xa",2,,,2
1818182 ai giải thích giúp mình dãy số này k ạ,1818182 ai giải thích giúp mình dãy số này không ạ,2,,,2
"Tớ từng thương 1 người rất nhiều ☺️nhưng tớ k thể ở bên người ấy đc nữa☺️ở bên người ấy tớ chỉ có đỏ mắt, kỉ niệm vẫn còn nhưng tình cảm đã hết","Tớ từng thương 1 người rất nhiều nhưng tớ không thể ở bên người ấy được nữa ở bên người ấy tớ chỉ có đỏ mắt, kỉ niệm vẫn còn nhưng tình cảm đã hết",2,,,2
yêu là tự nguyện còn thương là trách nhiệm...,yêu là tự nguyện còn thương là trách nhiệm.,2,,,2
Từ khi cô ấy đi...mới biết mik đã thương ngcon gái đó😊,Từ khi cô ấy đi...mới biết mình đã thương người con gái đó,2,,,2
